program,status,object,boundary
ST2547,Constructed,ThreeBitRestriction,One triangle exact 8-state test.
ST2548,Computed,MetropolisRule,Accepted reversible rule.
ST2549,Computed,HeatBathRule,Accepted reversible rule.
ST2550,Computed,SymmetricRule,Accepted reversible rule.
ST2551,Proven,CommonStationaryState,All have same p_theta.
ST2552,Proven counterexample,SpectralDisagreement,Spectra differ.
ST2553,Proven,GapDisagreement,Relaxation gaps differ.
ST2554,Boundary,ClockRescaling,A common multiplier remains free.
ST2555,Proven,RuleNotRescaling,Normalized eigenvalue ratios also differ.
ST2556,Proven,LocalityShared,All flip one bit.
ST2557,Proven,DetailedBalanceShared,All satisfy same detailed balance.
ST2558,Boundary,KineticObservable,Time correlations distinguish rules.
ST2559,Gate fail,RuleSourceGate,No strict principle chooses one.
ST2560,Round verdict,RoundTwoVerdict,Same state and locality admit inequivalent kinetics.
ST2561,Recommendation,RoundTwoRecommendation,Test maximum caliber.
