program,status,object,boundary
ST4152,Proven,Order3Recurrence,
ST4153,Proven,UniqueCoefficients,
ST4154,Proven,ExactSixFit,
ST4155,Proven,CharacteristicRoots,
ST4156,Proven,UnstableRoot,
ST4157,Proven,PredictedK7,
ST4158,Proven,PredictedK8,
ST4159,Proven,SignFailure,
ST4160,Proven,GrowthFailure,
ST4161,Proven,LowerOrderApproximation,
ST4162,Proven,HigherOrderFreedom,
ST4163,Proven,RecurrenceOrderAxiom,
ST4164,No-go,ShortestRecurrenceNoGo,
ST4165,Round verdict,RoundVerdict,
ST4166,Recommendation,Next,
