program,status,object,boundary
ST7932,Declared,fin_application_fin_verdict_Objective,Hundred-round FDT audit.
ST7933,Audited,fin_application_fin_verdict_PriorEvidence,Hundred-round FDT audit.
ST7934,Constructed,fin_application_fin_verdict_TypedObject,Hundred-round FDT audit.
ST7935,Proven or scoped,fin_application_fin_verdict_Theorem,Hundred-round FDT audit.
ST7936,Recorded,fin_application_fin_verdict_Derivation,Hundred-round FDT audit.
ST7937,Retained,fin_application_fin_verdict_PositiveContent,Hundred-round FDT audit.
ST7938,Identified,fin_application_fin_verdict_FreeParameter,Hundred-round FDT audit.
ST7939,Constructed,fin_application_fin_verdict_Counterexample,Hundred-round FDT audit.
ST7940,Completed,fin_application_fin_verdict_SymmetryAudit,Hundred-round FDT audit.
ST7941,Completed,fin_application_fin_verdict_FDTTest,Hundred-round FDT audit.
ST7942,Classified,fin_application_fin_verdict_StrictStatus,Hundred-round FDT audit.
ST7943,Not established,fin_application_fin_verdict_PhysicalStatus,Hundred-round FDT audit.
ST7944,Installed,fin_application_fin_verdict_FalsificationRule,Hundred-round FDT audit.
ST7945,Round verdict,fin_application_fin_verdict_RoundVerdict,Hundred-round FDT audit.
ST7946,Recommendation,fin_application_fin_verdict_NextDependency,Hundred-round FDT audit.
