program,status,object,boundary
ST4212,Proven,TailRGMap,
ST4213,Proven,BlockDecimation,
ST4214,Proven,AmplitudeRescaling,
ST4215,Proven,FixedPointEquation,
ST4216,Proven,PowerLawFixedPoints,
ST4217,Proven,PositiveLocalConflict,
ST4218,Proven,ExponentialFlow,
ST4219,Proven,CutoffFlow,
ST4220,Proven,RelevantDirections,
ST4221,Proven,RGNormalization,
ST4222,Proven,RGMetric,
ST4223,Proven,MultipleFixedFamilies,
ST4224,No-go,StrictRGSourceMissing,
ST4225,Round verdict,RoundVerdict,
ST4226,Recommendation,Next,
