program,status,object,boundary
ST4587,Proven,MeasureK7,
ST4588,Proven,MeasureTailSign,
ST4589,Proven,MeasureSecondMoment,
ST4590,Proven,MeasureLowKOrder,
ST4591,Proven,MeasureHigherDispersion,
ST4592,Proven,MeasurePropagation,
ST4593,Proven,MultipleSizes,
ST4594,Proven,MultipleTimes,
ST4595,Proven,PreregisterTailClasses,
ST4596,Proven,IndependentCustody,
ST4597,Proven,Calibration,
ST4598,Proven,NoCurrentData,
ST4599,Proven,FalsificationReady,
ST4600,Round verdict,RoundVerdict,
ST4601,Recommendation,Next,
