program,status,object,boundary
ST2442,Classified,NonlinearInventory,Current exported nonlinear families.
ST2443,Conditional,DNLSBoundary,P507/P517 boundary.
ST2444,Conditional,NegativeInformationBoundary,Active gain g is supplied.
ST2445,No-go,HebbBoundary,Covariance rules are second-order.
ST2446,Conditional,STDPBoundary,Delay can source direction but is external and generally non-Hermitian.
ST2447,Underdetermined,AdaptivePotentialBoundary,V is a family until sourced.
ST2448,Proven strict shape,StrictLoopTensor,Loop tensor from W.
ST2449,Constructed conditional,TernaryHamiltonian,Minimal all-triangle non-Gaussian state law.
ST2450,Proven exact finite,FinitePartition,All 4096 configurations.
ST2451,Proven,GlobalFlipDuality,Global bit flip sends S to -S and theta to -theta.
ST2452,Proven,LinearResponse,"At theta=0, d<E[Y_f]>/dtheta=tau_f by cube-character orthogonality."
ST2453,Proven witness,NonGaussianWitness,Nonzero theta produces nonzero triangle moments.
ST2454,Computed boundary,PairLeakage,Overlapping triangles induce pair correlations beyond first order.
ST2455,Gate fail,ThetaSourceGate,"Strict W fixes tensor shape, not theta sign/magnitude or state preparation."
ST2456,Recommendation,RoundOneRecommendation,Test symmetry/polarity and whether theta can arise from existing scalar strict data.
