program,status,object,boundary
ST2757,Constructed,CirculationCandidate,Oriented configuration cycles.
ST2758,Conditional,C12Average,Rotation averaging preserves an oriented current.
ST2759,Proven,D12Reflection,Reflection reverses current.
ST2760,Proven no-go,D12AverageCancellation,Full D12 average of a reflection-odd current is zero.
ST2761,Proven,OddRepresentation,Current belongs to sign/odd sector.
ST2762,Proven,SignPair,J and -J equally admissible.
ST2763,Proven,StationaryStateBlindness,Same pi.
ST2764,Proven,EntropyBlindness,Same entropy-production magnitude.
ST2765,Boundary,InitialCondition,A prepared chiral state can choose transient sign.
ST2766,Boundary,BoundaryDrive,A driven reservoir can choose sign.
ST2767,Receiver,ChiralState,State current detects supplied sign.
ST2768,No-go,SelectorNoGo,No strict odd resource exported.
ST2769,Gate fail,ArrowGate,D12-compatible nonzero arrow needs symmetry breaking.
ST2770,Round verdict,RoundFourVerdict,Circulation is a valid arrow carrier but not a strict arrow source.
ST2771,Recommendation,RoundFourRecommendation,Derive minimal timestamp experiment.
