program,status,object,boundary
ST3627,Defined,DecompositionFamily,d_total=d_b+d_f.
ST3628,Free,BaseDsParameter,Continuation class.
ST3629,Free,FiberDsParameter,rho.
ST3630,Conditional,SumConstraint,Set total=4.
ST3631,Proven,ContinuumSolutions,One-dimensional continuum of positive splits.
ST3632,Proven,RhoFamily,Each d_f>0 gives rho.
ST3633,No-go,RFamily,r still independent unless D supplied.
ST3634,No-go,EtaAssignments,Eta may label several slots.
ST3635,Constructed,Example25Plus15,2.5+1.5.
ST3636,Constructed,Example1Plus3,1+3.
ST3637,Constructed,Example22Plus18,2.2+1.8.
ST3638,Proven,AllCompact,Corresponding rho>1/2.
ST3639,No-go,PredictionNoGo,Target sum alone not predictive.
ST3640,Round verdict,RoundEightVerdict,Even dimension-four closure is nonunique.
ST3641,Recommendation,RoundEightRecommendation,Operational falsification.
