program,status,object,boundary
ST4752,Classified,cantor_metric_Objective,Declared scope.
ST4753,Audited,cantor_metric_Input,Prior strict/legacy packets.
ST4754,Constructed,cantor_metric,Mathematical type separated.
ST4755,Proven or inherited,cantor_metric_CoreStatement,Within declared class.
ST4756,Recorded,cantor_metric_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4757,Retained,cantor_metric_PositiveContent,No overpromotion.
ST4758,Retained,cantor_metric_Counterexample,Alternative representative or symmetry orbit.
ST4759,Passed boundary,cantor_metric_SymmetryTest,Invariant data do not select free orbit member.
ST4760,Proven boundary,cantor_metric_RemovalTest,Removing extra structure restores ambiguity.
ST4761,Classified,cantor_metric_StrictStatus,Only fiber-invariant content is strict.
ST4762,Not established,cantor_metric_PhysicalStatus,Units/OA/evidence checked separately.
ST4763,Separated,cantor_metric_LegacyStatus,No silent role transfer.
ST4764,Installed,cantor_metric_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4765,Round verdict,cantor_metric_RoundVerdict,Adaptive output.
ST4766,Recommendation,cantor_metric_NextDependency,Next theme follows from this boundary.
