program,status,object,boundary
ST1332,constructed_frozen_executable_protocol_schema,ProtocolSchema,Conditional OA only.
ST1333,frozen_matrix_hypotheses_and_times,FrozenModelAndTimeFields,Any change requires a new version before data.
ST1334,constructed_fail_closed_primary_integer_rule,PrimaryDecisionRule,Ideal simple hypotheses.
ST1335,constructed_raw_event_schema,RawEventSchema,Aggregate fixtures do not replace raw laboratory events.
ST1336,proven_no_click_must_be_recorded_against_postselection,NoClickAccounting,Protocol counts attempts and clicks separately.
ST1337,frozen_nuisance_library_bounds,NuisanceLibrary,Not exhaustive hardware systematics.
ST1338,constructed_protocol_SHA256_freeze,ProtocolHashFreeze,Hash must precede unblinding.
ST1339,proven_protocol_and_valid_fixtures_pass_validator,ValidatorPositivePath,Local synthetic replay.
ST1340,proven_invalid_count_fixture_fails_closed,ValidatorNegativePath,Negative test.
ST1341,synthetic_classical_primary_fixture_classified_C,SyntheticClassicalFixture,"Random fixture, not evidence."
ST1342,synthetic_quantum_primary_fixture_classified_Q,SyntheticQuantumFixture,"Random fixture, not evidence."
ST1343,constructed_four_time_synthetic_fixture_bundle,FourTimeSyntheticFixture,Used for future scorer development.
ST1344,constructed_one_shot_analysis_rule,OneShotAnalysisRule,Prevents model repair after seeing holdout.
ST1345,blocked_independent_custody_and_nature_record,CustodyBoundary,Cannot be generated by local code.
ST1346,recommended_ST1347_ST1361,RoundFive_Recommendation,Final falsification and research-roadmap round.
