program,status,object,boundary
ST2337,Proven synthesis,A3A4JointFailure,A3 and A4 are compatible additions but neither follows from strict edge energy or Aut(W).
ST2338,Conditional route,ConditionalRouteOne,A3+A4 select tau up to scale.
ST2339,Conditional route,ConditionalRouteTwo,Multiplicativity plus scale-stationary idempotence and information preservation select p=1.
ST2340,Proven no-go,PowerSelfSimilarityNoGo,"On the nonconstant finite orbit profile, exact power self-similarity up to relabelling permits only identity p=1; erasure p=0 is the other idempotent boundary."
ST2341,Constructed boundary,TernaryInstrumentBoundary,"Parity is the minimal sufficient instrument, but the three-body state law and physical platform are added."
ST2342,Constructed,MinimalPrincipleLattice,"Separates mathematical lift, unique-model premises, ternary state and physical realization."
ST2343,Gate constructed,UpdatedGateV3,"Version 3 distinguishes mathematical constructions, strict sources and physical passes."
ST2344,Gate result,GateV3Score,Only the original graph lift is strict-sourced; no physical row passes.
ST2345,Kernel-split boundary,KernelSplitBoundary,Signed legacy loops do not admit real noninteger power refinement without an extra abs/sign/completion rule.
ST2346,Physics verdict,PhysicsDecision,"Neither conditional route generates units, locality, Lorentz/Maxwell structure, apparatus or evidence."
ST2347,Stop rules,StopRules,Freeze cycle-function enumeration and plain coassociativity replay.
ST2348,Highest-value next object,HighestValueNextObject,A genuinely strict non-Gaussian three-body sufficient statistic/state law with fixed polarity and refinement transport is the only object that changes the source verdict.
ST2349,Recommended programmes,RecommendedNextPrograms,"ST2352--ST2366 should audit one strict nonlinear state law, not another receiver family."
ST2350,Final interpretation,FinalInterpretation,Fractal self-similarity of the finite loop profile collapses to identity or erasure; nontrivial hierarchy needs unsourced level data.
ST2351,Cycle complete,CycleSixReportTrigger,Release 11.09 report required.
