program,status,object,boundary
ST3867,Loaded,LegacySequence,Canonical legacy d1..6.
ST3868,Immediate no-go,LegacySignNoGo,Negative values cannot be positive moments.
ST3869,Tested,AbsoluteLegacy,Absolute values.
ST3870,Computed,AbsoluteHankel1,Still indefinite.
ST3871,Computed,AbsoluteHankel2,Still indefinite.
ST3872,No-go,AbsoluteNoGo,Absolute legacy also not positive Hausdorff moments.
ST3873,Possible,SignedMeasure,Finite signed measure can fit moments.
ST3874,Boundary,JordanDecomposition,Positive-minus-negative parts nonunique.
ST3875,No-go,PositivityLoss,Signed representation is not Markov/positive mixture.
ST3876,Possible,OscillatoryExponentials,Complex/signed exponentials encode oscillations.
ST3877,Boundary,ComplexPoles,Not a positive relaxation spectrum.
ST3878,Guardrail,StrictLegacySplit,Results differ but both positive-mixture routes fail.
ST3879,Guardrail,NoRoleTransfer,No physical role transfer.
ST3880,Round verdict,RoundFourVerdict,Legacy does not rescue a positive exponential-mixture foundation.
ST3881,Recommendation,RoundFourRecommendation,Synthesize continuation consequences.
