program,status,object,boundary
ST8277,Declared,master_synthesis_fdt_residual_mobility_Objective,Hundred-round FDT audit.
ST8278,Audited,master_synthesis_fdt_residual_mobility_PriorEvidence,Hundred-round FDT audit.
ST8279,Constructed,master_synthesis_fdt_residual_mobility_TypedObject,Hundred-round FDT audit.
ST8280,Proven or scoped,master_synthesis_fdt_residual_mobility_Theorem,Hundred-round FDT audit.
ST8281,Recorded,master_synthesis_fdt_residual_mobility_Derivation,Hundred-round FDT audit.
ST8282,Retained,master_synthesis_fdt_residual_mobility_PositiveContent,Hundred-round FDT audit.
ST8283,Identified,master_synthesis_fdt_residual_mobility_FreeParameter,Hundred-round FDT audit.
ST8284,Constructed,master_synthesis_fdt_residual_mobility_Counterexample,Hundred-round FDT audit.
ST8285,Completed,master_synthesis_fdt_residual_mobility_SymmetryAudit,Hundred-round FDT audit.
ST8286,Completed,master_synthesis_fdt_residual_mobility_FDTTest,Hundred-round FDT audit.
ST8287,Classified,master_synthesis_fdt_residual_mobility_StrictStatus,Hundred-round FDT audit.
ST8288,Not established,master_synthesis_fdt_residual_mobility_PhysicalStatus,Hundred-round FDT audit.
ST8289,Installed,master_synthesis_fdt_residual_mobility_FalsificationRule,Hundred-round FDT audit.
ST8290,Round verdict,master_synthesis_fdt_residual_mobility_RoundVerdict,Hundred-round FDT audit.
ST8291,Recommendation,master_synthesis_fdt_residual_mobility_NextDependency,Hundred-round FDT audit.
