program,status,object,boundary
ST7737,Declared,information_geometry_reference_process_Objective,Hundred-round FDT audit.
ST7738,Audited,information_geometry_reference_process_PriorEvidence,Hundred-round FDT audit.
ST7739,Constructed,information_geometry_reference_process_TypedObject,Hundred-round FDT audit.
ST7740,Proven or scoped,information_geometry_reference_process_Theorem,Hundred-round FDT audit.
ST7741,Recorded,information_geometry_reference_process_Derivation,Hundred-round FDT audit.
ST7742,Retained,information_geometry_reference_process_PositiveContent,Hundred-round FDT audit.
ST7743,Identified,information_geometry_reference_process_FreeParameter,Hundred-round FDT audit.
ST7744,Constructed,information_geometry_reference_process_Counterexample,Hundred-round FDT audit.
ST7745,Completed,information_geometry_reference_process_SymmetryAudit,Hundred-round FDT audit.
ST7746,Completed,information_geometry_reference_process_FDTTest,Hundred-round FDT audit.
ST7747,Classified,information_geometry_reference_process_StrictStatus,Hundred-round FDT audit.
ST7748,Not established,information_geometry_reference_process_PhysicalStatus,Hundred-round FDT audit.
ST7749,Installed,information_geometry_reference_process_FalsificationRule,Hundred-round FDT audit.
ST7750,Round verdict,information_geometry_reference_process_RoundVerdict,Hundred-round FDT audit.
ST7751,Recommendation,information_geometry_reference_process_NextDependency,Hundred-round FDT audit.
