program,status,object,boundary
ST1632,constructed_A_dephasing_Lindblad_generator,DephasingGenerator,Hilbert-Schmidt operator space.
ST1633,proven_commutator_superoperator_perturbation_bound,CommutatorPerturbation,"A,B self-adjoint."
ST1634,proven_squared_commutator_perturbation_bound,SquaredCommutatorPerturbation,Factorization X^2-Y^2.
ST1635,proven_dephasing_generator_difference_bound,LindbladGeneratorDifference,Combine Hamiltonian/dissipative terms.
ST1636,proven_each_declared_dephasing_semigroup_is_HS_contractive,HSContraction,Generator is normal with nonpositive real spectrum in A energy basis.
ST1637,proven_Lindblad_semigroup_Duhamel_bound,LindbladDuhamelBound,Between two contractive declared semigroups.
ST1638,proven_rank_one_return_probability_perturbation_bound,ReturnEffectBound,HS norms of state/effect equal one.
ST1639,proven_gamma100_small_parameter_box_numeric_bound,Gamma100NumericBound,Worst t<=2 plus heat target perturbation.
ST1640,proven_four_time_composite_residual_remains_positive_under_declared_noncirculant_Lindblad_perturbation,CompositeResidualStability,Uses prior at-least-one residual lower.
ST1641,constructed_conservative_operator_epsilon_threshold_for_composite_residual_positivity,CompositeEpsilonThreshold,Drops epsilon inside ||B|| upper for closed formula.
ST1642,proven_rounding_scale_has_negligible_Lindblad_perturbation,RoundingWitness,Structured rounding witness.
ST1643,proven_noncirculant_epsilon_1e_minus8_preserves_composite_residual,NoncirculantWitness,Graph Laplacian class.
ST1644,sensitivity_theorem_does_not_cover_arbitrary_jump_operators_nonMarkov_heat_or_trace_norm,OtherJumpBoundary,Scope.
ST1645,closed_declared_dephasing_sensitivity_gap_for_small_noncirculant_graph_perturbations,RoundOne_Verdict,Conditional theorem.
ST1646,recommended_ST1647_ST1661,RoundOne_Recommendation,Propagate explicit kernel-parameter boxes to A norm bounds.
