program,status,object,boundary
ST2592,Proven,CarrierDimension,12 versus 4096.
ST2593,Proven,UnitaryGenerator,-iA anti-Hermitian.
ST2594,Proven,HeatGenerator,-A vertex Markov only in conductance basis.
ST2595,Conditional,ConfigurationGenerator,Q acts on binary configurations.
ST2596,No-go,NoCanonicalLift,No strict functor maps A to unique Q.
ST2597,Boundary,SpectrumBoundary,Q spectrum depends activities.
ST2598,Proven,ZeroMode,All conservative generators have constants zero mode.
ST2599,Conditional,ParityObservable,Three-body parity lives only on configuration algebra.
ST2600,No-go,StateProjection,Vertex populations do not determine configuration law.
ST2601,Proven,OperationalDistinction,U/P/Q yield different records.
ST2602,Proven,CommonAInsufficiency,Shared tau/A organization insufficient.
ST2603,No-go,ClockClasses,Global Q rate and U/P calibrations are separate.
ST2604,Boundary,PhysicalBoundary,No apparatus or units.
ST2605,Round verdict,RoundFiveVerdict,"Configuration dynamics is a third operational channel, not derived dual dynamics."
ST2606,Recommendation,RoundFiveRecommendation,Synthesize gate.
