program,status,object,boundary
ST3207,Defined,EvenEmbedding,E e_i=e_(2i).
ST3208,Defined,EvenSubspace,Vectors supported on even vertices.
ST3209,Constructed,NaiveC24Kernel,Apply strict formula on all C24 distances.
ST3210,Computed,ParityLeakage,Fine Laplacian leaks to odd sites.
ST3211,Proven,LeakageWitness,Any nonzero odd-distance weight causes leakage.
ST3212,Theorem,OddDistanceCondition,Even subspace invariant iff all odd-distance couplings vanish.
ST3213,Boundary,DisconnectedRepair,Removing odd weights splits parity components.
ST3214,No-go,FiberCouplingConflict,Vertical distance-one q edge also mixes parity.
ST3215,Proven,PairUniformEmbedding,"Correct coarse space is pair-uniform, not even-supported."
ST3216,Proven,InvariantSubspaceTheorem,Product Bq annihilates pair uniform vector.
ST3217,No-go,CirculantNoGo,Connected generic C24 circulant cannot realize E intertwiner.
ST3218,Conditional,AlternativeInterpolation,Interpolation including odd sites is extra map.
ST3219,Fail,EvenGate,Even group embedding is not operator intertwiner.
ST3220,Round verdict,RoundFourVerdict,Group-label injection does not supply the FIN refinement dynamics.
ST3221,Recommendation,RoundFourRecommendation,Reassess dyadic recurrence.
