program,status,object,boundary
ST2397,Constructed,LayerSwap,Involution exchanging bottom/top vertices.
ST2398,Proven,BaseExchangeSymmetry,Belongs to D3h.
ST2399,Conditional positive,TriangleTransport,tau_minus and tau_plus live on two bases.
ST2400,Constructed receiver,DiscreteFlux,J=tau_plus-tau_minus.
ST2401,Proven,FluxOddness,Layer swap sends J to -J.
ST2402,Proven,SymmetricInputFlux,Identical lifted data give J=0.
ST2403,Conditional,UnitaryTransport,Requires state and calibrated step.
ST2404,Conditional,DiffusiveTransport,Requires state and calibrated step.
ST2405,Boundary,DualDynamicsComparison,U and P share A but are different operational channels.
ST2406,Proven no-go,ClockPremise,Calling one base earlier imports a clock/orientation.
ST2407,Conditional positive,TernaryParityTransport,Parity can be jointly recorded on each triangular base.
ST2408,Proven,SquareFaceRole,Three squares transport the three pair-edge histories.
ST2409,Proven no-go,OrientationTorsor,Two layer orientations remain paired.
ST2410,Round verdict,RoundFourVerdict,Prism supplies an excellent odd flux receiver but no sign/time source.
ST2411,Recommendation,RoundFourRecommendation,Classify metric/Hodge identifiability.
