program,status,object,boundary
ST7197,Declared,nonequilibrium_stationary_current_Objective,Hundred-round FDT audit.
ST7198,Audited,nonequilibrium_stationary_current_PriorEvidence,Hundred-round FDT audit.
ST7199,Constructed,nonequilibrium_stationary_current_TypedObject,Hundred-round FDT audit.
ST7200,Proven or scoped,nonequilibrium_stationary_current_Theorem,Hundred-round FDT audit.
ST7201,Recorded,nonequilibrium_stationary_current_Derivation,Hundred-round FDT audit.
ST7202,Retained,nonequilibrium_stationary_current_PositiveContent,Hundred-round FDT audit.
ST7203,Identified,nonequilibrium_stationary_current_FreeParameter,Hundred-round FDT audit.
ST7204,Constructed,nonequilibrium_stationary_current_Counterexample,Hundred-round FDT audit.
ST7205,Completed,nonequilibrium_stationary_current_SymmetryAudit,Hundred-round FDT audit.
ST7206,Completed,nonequilibrium_stationary_current_FDTTest,Hundred-round FDT audit.
ST7207,Classified,nonequilibrium_stationary_current_StrictStatus,Hundred-round FDT audit.
ST7208,Not established,nonequilibrium_stationary_current_PhysicalStatus,Hundred-round FDT audit.
ST7209,Installed,nonequilibrium_stationary_current_FalsificationRule,Hundred-round FDT audit.
ST7210,Round verdict,nonequilibrium_stationary_current_RoundVerdict,Hundred-round FDT audit.
ST7211,Recommendation,nonequilibrium_stationary_current_NextDependency,Hundred-round FDT audit.
