program,status,object,boundary
ST1077,proven_conditional_total_nadsoliton_annihilation_no_go,TotalNadsoliton_AnnihilationNoGo,The theorem is conditional on a formal total-state manifold and complete invariant evolution; FIN has not yet derived these premises from the kernel.
ST1078,proven_strict_unitary_corollary,StrictUnitary_Corollary,Finite self-adjoint strict generator and Hilbert-state interpretation.
ST1079,proven_strict_heat_corollary,StrictHeat_Corollary,Normalized probability interpretation and row-sum-zero property.
ST1080,proven_no_go_premises_are_necessary_in_declared_theorem_class,NoGo_NecessityAudit,"Necessity is relative to the formal theorem class, not all conceivable metaphysics."
ST1081,answered_state_space_closure_plus_conserved_total,WhatBlocksAnnihilation_FinalAnswer,"This is the deepest answer supported by current mathematics, not a physical discovery of why existence exists."
ST1082,proven_blocker_is_structural_not_dynamical_force,StructuralNotForceLaw,"A cemetery transition could be added consistently, so the no-go is not unconditional."
ST1083,strict_total_persistence_not_yet_derived,StrictDerivation_Status,Prevents circular promotion of the desired ontology to a theorem.
ST1084,ranked_minimal_axioms_by_necessity,MinimalAxiom_Ranking,Ranking is for the total-annihilation no-go only.
ST1085,constructed_conditional_total_state_postulate,ConditionalTotalState_Postulate,"Explicitly axiom-augmented, permitted for exploration but not strict-derived physics."
ST1086,blocked_kernel_to_total_state_bridge,KernelToTotalState_MissingBridge,"A kernel/operator alone does not choose ontology, normalization semantics, or full nonlinear evolution."
ST1087,constructed_fractal_layers_as_internal_coarse_descriptions,FractalLayers_InternalCoarseViews,"Consistent reinterpretation, not derivation of physical layers or units."
ST1088,proven_dual_dynamics_supports_two_nonannihilation_notions,DualDynamics_PersistenceSynthesis,Does not physically identify unitary time with heat time.
ST1089,recommended_ST1092_ST1106,NextResearch_ST1092_ST1106,Highest-value next round derived from the new theorem's missing premises.
ST1090,recommended_ST1107_ST1121_if_first_next_round_survives,FollowingResearch_ST1107_ST1121,Second future round is conditional on ST1092--ST1106 producing a noncircular state map.
ST1091,six_round_cycle_complete_report_required,CycleSix_ReportTrigger,No laboratory evidence or external audit was generated.
