program,status,object,boundary
ST2652,Defined,FunctorDomain,"Weighted D12 graph A,W."
ST2653,Defined,FunctorTarget,Markov generators on configuration cube.
ST2654,Conditional,EnergyMap,A->tau->E_theta.
ST2655,No-go,ThetaBoundary,theta not strict.
ST2656,No-go,RateFunctionBoundary,h not strict.
ST2657,Proven,D12Naturality,Any even h yields D12-covariant Q.
ST2658,Proven,ActivityOrbitFreedom,More general activities retain 1056 D12 orbits.
ST2659,Proven counterfamily,NaturalTransformations,h choices give distinct natural maps.
ST2660,Boundary,CompositionBoundary,Graph morphism composition does not select h.
ST2661,Boundary,RefinementBoundary,Prism state RG does not select h.
ST2662,No-go,ScaleBoundary,Common multiplier remains clock.
ST2663,Constructed,Counterfunctors,"Heatbath, symmetric, Metropolis are three functors on same inputs."
ST2664,Proven no-go,UniquenessNoGo,No uniqueness under current functorial/symmetry axioms.
ST2665,Round verdict,RoundThreeVerdict,"A-to-Q functoriality narrows type, not kinetics."
ST2666,Recommendation,RoundThreeRecommendation,Allow stationary circulation.
