program,status,object,boundary
ST3987,Loaded,LegacyWeights,Canonical legacy.
ST3988,Proven,SignFailure,Negative base weights.
ST3989,No-go,LegacyLaplacian,Not conductance-positive without transformation.
ST3990,Axiom,PositiveProjection,Take positive part/absolute value.
ST3991,Constructed,AbsoluteLegacy,Changes semantics.
ST3992,Constructed,TruncatedAbsolute,Positive local model.
ST3993,Computed,Coefficient,Depends chosen projection.
ST3994,Guardrail,RoleMismatch,Legacy oscillatory kernel not strict conductance W.
ST3995,Proven,StrictLowerBound,C0 bound is strict-only representation.
ST3996,No-go,NoTransfer,No physical role transfer.
ST3997,Boundary,DifferentDomains,Legacy finite domain/parameters differ.
ST3998,Conditional,CommonTailCone,After positivity map similar tail freedom returns.
ST3999,Fail,BridgeBoundary,No bridge completion.
ST4000,Round verdict,RoundSevenVerdict,Legacy cannot select strict local speed cone.
ST4001,Recommendation,RoundSevenRecommendation,Physical scale.
