program,status,object,boundary
ST477,proven_exact_modular_rank_returned,Exact_Degree8_Modular_Rank_Prime1,A modular rank does not prove characteristic-zero equality unless a matching rational upper certificate is supplied.
ST478,proven_exact_modular_rank_returned,Exact_Degree8_Modular_Rank_Prime2,A modular rank does not prove characteristic-zero equality unless a matching rational upper certificate is supplied.
ST479,proven_two_sided_characteristic_zero_degree8_bounds,Degree8_CharacteristicZero_Bounds,Exact equality needs 237 rational relations (if rank 1791) or another characteristic-zero upper-rank theorem.
ST480,proven_transition_branch_stabilizer_order2_orbit12,Transition_Orbit_Stabilizer_Theorem,This proves the orbit size of the ST342 branch; it does not prove that no third orbit attains the global ratio earlier.
ST481,proven_fluctuation_to_mean_gain_conversion_with_explicit_resource,Fluctuation_Driven_Gain_Source_Accounting,"The result identifies where gain can enter; it does not derive the fluctuation covariance, pump energy, or physical noise law."
ST482,proven_equivariant_noise_realizes_but_does_not_select,Equivariant_Noise_No_Canonical_Selector,"Breaking the uniform branch law requires an asymmetric state, boundary, apparatus, or noise covariance and therefore an explicit selector resource."
ST483,proven_dual_dynamics_unit_separation_threshold,Dual_Dynamics_Unit_Separation_Threshold,"Operator-norm separation becomes an experiment only after preparations, clock calibration, instruments, and noise are supplied."
ST484,proven_complete_operational_conjugacy_invariance,Operational_Conjugacy_Invariance_Theorem,Fixed vertex labels without transported instruments are not equivalent; multitime equivalence additionally requires transported interventions/composition.
ST485,proven_cross_channel_clock_dimension_obstruction,Cross_Channel_Clock_Dimension_Obstruction,Dimensionless spectral ratios remain common; the obstruction concerns physical units and does not weaken the mathematical dual dynamics.
ST486,strong_cross_packet_identity_of_candidate_transition_branch,Transition_Branch_Identity_Audit,Local identity plus exhaustive starts is not a proof that another interior orbit cannot attain a smaller ratio in the global strip.
ST487,second_bounded_stop_for_unmodified_global_cover,Global_Cover_Architecture_Second_Stop,A failed cover is not a negative competitor; the accepted theorem remains 2.8934 unless closed=True.
ST488,proven_repaired_IR_extension,Adaptive_IR_Radius_Repair_and_Extension,"Uniqueness is local to the displayed chain; a failure is a certificate-template stop, not a branch singularity."
ST489,exact_sampled_no_support6_8_circuit_found,Degree8_Support6_8_Circuit_Audit,Dense degree-eight relations may remain; random absence is not a support lower-bound theorem.
ST490,blocked_no_strict_gain_selector_or_scale_source,Source_Selector_Scale_Admission_Gate,Conditional source accounting is progress but exports no strict physical bridge.
ST491,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,"No laboratory, legacy-role-transfer, Standard Model, gravity, L_total, or ToE closure is exported."
