program,status,object,boundary
ST4602,Proven,NoNaturalSection,
ST4603,Proven,NoFiniteIdentification,
ST4604,Proven,NoAnalyticUniqueness,
ST4605,Proven,NoMomentMixture,
ST4606,Proven,NoRecurrenceStability,
ST4607,Proven,NoSpeedTailIdentification,
ST4608,Proven,NoRGUniqueness,
ST4609,Proven,NoComplexityUniqueness,
ST4610,Proven,NoContinuumPromotion,
ST4611,Proven,ScopeBoundaries,
ST4612,Proven,CounterexampleFamilies,
ST4613,Proven,PreservedPositives,
ST4614,Proven,NoGoAtlas,
ST4615,Round verdict,RoundVerdict,
ST4616,Recommendation,Next,
