program,status,object,boundary
ST2367,Proven exhaustive,EmbeddingSpace,All unlabeled prism edge sets.
ST2368,Computed,SumScore,Natural but not sourced.
ST2369,Computed,ProductScore,Natural but not sourced.
ST2370,Proven counterexample,ScoreDisagreement,Different natural scores select different edge sets.
ST2371,Constructed,PowerScoreFamily,S_alpha=sum_e W_e^alpha; alpha->0 orders by log product.
ST2372,Computed isolated crossing,ScoreTransition,Between the two winning D12 orbits.
ST2373,Proven,TransitionDegeneracy,At the crossing both 12-element orbits tie.
ST2374,Proven,D12OrbitPersistence,Each optimum is one complete D12 orbit.
ST2375,Proven no-go,AbsoluteOriginNoGo,No invariant score chooses one translated representative.
ST2376,Proven no-go,ReflectionPolarity,Reflections remain in each score symmetry.
ST2377,Refuted robustness,RobustnessBoundary,Arbitrarily small score-family changes near alpha_star change the optimum.
ST2378,Proven,SupportGraphBlindness,Complete strict support contains every prism embedding.
ST2379,Boundary,SelectorFunctionalBoundary,A score is an additional selector functional.
ST2380,Round verdict,RoundTwoVerdict,"W can rank prism orbits after a score is supplied, but cannot choose score or orbit representative."
ST2381,Recommendation,RoundTwoRecommendation,Construct the full product complex over all strict triangles.
