program,status,object,boundary
ST3237,Proven,ProductTheorem,A tensor I+I tensor Bq exact.
ST3238,Proven,LabelTheorem,Interleaving doubles labels only.
ST3239,Proven,TransportTheorem,"Weights inherited, not K(2d)."
ST3240,Proven,EvenNoGo,Even support leaks for connected C24 kernel.
ST3241,Boundary,DyadicBoundary,Recurrence stable but conditional.
ST3242,No-go,TypedRoleNoGo,Vertical q and horizontal K are different typed objects.
ST3243,No-go,PhysicalBoundary,No length/clock.
ST3244,Constructed,Gate,Ten rows.
ST3245,Result,GateScore,Three mathematical passes.
ST3246,Ledger,ProvenLedger,Product/intertwining/transport.
ST3247,Ledger,ConditionalLedger,New layer-distance axiom.
ST3248,Ledger,RefutedLedger,Recovered strict dyadic law.
ST3249,Recommendation,HighestValueNext,Either derive an explicit typed layer-distance axiom from a new geometry or keep q_n independent of K(d).
ST3250,Final verdict,FinalInterpretation,Existing refinement actively contradicts the inference that binary layer labels force kernel argument doubling.
ST3251,Cycle complete,CycleTrigger,Release 11.19.
