program,status,object,boundary
ST3837,Constructed,ShiftedHankel1,"[K(i+j+1)] i,j=0..2."
ST3838,Constructed,ShiftedHankel2,"[K(i+j+2)] i,j=0..2."
ST3839,Proven,MomentGramMeaning,Would be Gram integrals of x powers.
ST3840,Proven necessity,PSDRequirement,Both must be PSD for positive measure.
ST3841,Computed high margin,EigenvaluesH1,H1.
ST3842,Computed high margin,EigenvaluesH2,H2.
ST3843,Computed,DeterminantH1,Negative.
ST3844,Computed,DeterminantH2,Negative.
ST3845,Proven numerical certificate,FirstObstruction,lambda min H1<0.
ST3846,Proven numerical certificate,SecondObstruction,lambda min H2<0.
ST3847,No-go,HausdorffNoGo,"No positive measure on [0,1] matches six values."
ST3848,No-go,ExponentialMixtureNoGo,No positive mixture of decaying exponentials matches exactly.
ST3849,Boundary,StieltjesBoundary,Signed measures remain possible but lose positivity.
ST3850,Round verdict,RoundTwoVerdict,Strict six-point data already obstruct completely monotone positive tails.
ST3851,Recommendation,RoundTwoRecommendation,Robustness/repair size.
