program,status,object,boundary
ST2052,constructed_tensor_product_Hodge_inner_product_candidate,TensorHodgeCandidate,Given factor 1-form inner products and cellular product.
ST2053,proven_cross_square_weight_is_product_of_factor_edge_weights_under_normalized_tensor_inner_product,CrossSquareProductRule,mu=w q in chosen convention.
ST2054,proven_tensor_product_rule_is_associative_across_multiple_refinement_axes,Associativity,Canonical relative to factor data.
ST2055,proven_product_Hodge_candidate_positive_when_factor_inner_products_positive,Positivity,Conditional.
ST2056,proven_horizontal_energy_halving_and_product_square_weights_are_refinement_compatible,EnergyCompatibility,Within tensor convention.
ST2057,factor_inner_product_normalizations_leave_overall_and_relative_constants_unfixed_without_extra_trace_convention,NormalizationChoice,c freedom.
ST2058,proven_tensor_rule_inherits_unsolved_base_face_set_and_base_face_measure,BaseMeasureInheritance,Cannot bootstrap level zero.
ST2059,proven_universal_clique_path_and_cubical_differential_calculi_share_d0_but_have_different_2forms,DifferentialCalculusAlternatives,A does not choose calculus.
ST2060,junk_form_quotient_in_noncommutative_calculus_depends_on_algebra_representation_and_Dirac_choice,JunkQuotientBoundary,Not fixed by A.
ST2061,spectral_triple_product_requires_complete_factor_triples_gradings_and_real_structures,SpectralTripleProductBoundary,Incidence complex incomplete.
ST2062,product_rule_retains_unsourced_q_l_and_dimensional_normalization,QScaleBoundary,No physical face area.
ST2063,constructed_coherent_conditional_monoidal_Hodge_family,ConditionalMonoidalSuccess,Best positive repair given base complex/measure/factor normalization.
ST2064,proven_current_strict_data_do_not_select_inputs_required_by_monoidal_candidate,StrictUniquenessFailure,No unique strict Hodge.
ST2065,round_five_preserves_monoidal_Hodge_as_conditional_model_and_refutes_it_as_bootstrap_from_A_alone,RoundFive_Verdict,Scope.
ST2066,recommended_ST2067_ST2081,RoundFive_Recommendation,Synthesize energy-Hodge classification and choose next decisive object.
