program,status,object,boundary
ST4077,Assumption,FixedMassM,
ST4078,Proven,MomentObjective,
ST4079,Proven,MinimumAtD7,
ST4080,Proven,UniqueAtom,
ST4081,Proven,CoefficientC0Plus49M,
ST4082,Proven,MaximumUnbounded,
ST4083,Assumption,FixedMeanDistance,
ST4084,Proven,TwoMomentProblem,
ST4085,Proven,MultipleMeasures,
ST4086,No-go,MassNotStrict,
ST4087,No-go,MeanNotStrict,
ST4088,Proven,MZeroReturnsTruncation,
ST4089,Proven,ConstraintDependence,
ST4090,Round verdict,RoundVerdict,
ST4091,Recommendation,Next,
