program,status,object,boundary
ST3012,Defined,PowerLawSequence,q_n=C n^-alpha.
ST3013,Proven,SmallQEquivalence,tanh(q)^3~q^3.
ST3014,Proven,PSeriesCriterion,sum r behaves as sum n^-3alpha.
ST3015,Theorem,CriticalExponent,Bounded positive hierarchy iff alpha>1/3.
ST3016,Proven,Subcritical,alpha<1/3 gives saturation boundary.
ST3017,Proven,Supercritical,alpha>1/3 finite nonzero limit.
ST3018,Proven,CriticalCase,alpha=1/3 logarithmically diverges.
ST3019,Defined,DyadicSequence,q_n=q0 2^-alpha n.
ST3020,Proven,DyadicCriterion,Every alpha>0 is summable.
ST3021,Conditional,Eta18Case,alpha=eta=1.8 lies safely bounded.
ST3022,Proven,ExponentialRobustness,Any positive exponential decay passes.
ST3023,Boundary,AmplitudeDependence,Limit depends q0 and theta0.
ST3024,Gate,ThresholdGate,"Decay class selected, amplitude not."
ST3025,Round verdict,RoundThreeVerdict,Fractal decay can regularize feedback without a target amplitude.
ST3026,Recommendation,RoundThreeRecommendation,Numerical eta-inspired audit.
