program,status,object,boundary
ST3177,Defined,InterleavedLabels,"(i,b)->2i+b."
ST3178,Proven,HorizontalNumericDistance,Same-fiber base separation d has numeric C24 distance 2d.
ST3179,Proven,VerticalNumericDistance,Fiber edge has numeric distance1.
ST3180,Computed,ShiftTwoSymmetry,A24 commutes with shift by2.
ST3181,Computed,ShiftOneFailure,Generic product A24 does not commute with shift by1.
ST3182,Proven,NotC24Circulant,Product operator is not a distance-circulant Z24 kernel.
ST3183,Proven,RelabelingInvariantPhysics,Labels do not change operator weights.
ST3184,Proven,WeightInheritance,Horizontal weight remains W12(d).
ST3185,Proven counterexample,KernelResamplingDifference,W12(d) differs from K(2d).
ST3186,Computed,DistanceTable,d=1..6.
ST3187,No-go,CoordinateArtifact,Doubled label distance is not a derivation of doubled kernel argument.
ST3188,Proven,FiberUniformSubspace,R uses equal amplitudes on even/odd pair.
ST3189,Proven,EvenSupportSubspace,R is not injection supported only at even sites.
ST3190,Round verdict,RoundTwoVerdict,Interleaving creates visual distance doubling but no kernel resampling theorem.
ST3191,Recommendation,RoundTwoRecommendation,Test true even embedding.
