program,status,object,boundary
ST4257,Proven,DescriptionLength,
ST4258,Proven,ZeroTailSimple,
ST4259,Proven,FormulaTailSimple,
ST4260,Proven,ExponentialTailSimple,
ST4261,Proven,LanguageDependence,
ST4262,Proven,UniversalMachineConstant,
ST4263,Proven,MDLNeedsNoiseModel,
ST4264,Proven,BayesNeedsPrior,
ST4265,Proven,EvidenceNeedsData,
ST4266,Proven,NoBeyondSixData,
ST4267,Proven,CompressionMetaphor,
ST4268,Proven,AlgorithmicUncomputability,
ST4269,No-go,SimplicityNoPhysicalLaw,
ST4270,Round verdict,RoundVerdict,
ST4271,Recommendation,Next,
