program,status,object,boundary
ST3357,Proven,LayerEnergy,Total unit-jump layer energy scales as (2rho)^l.
ST3358,Axiom,ConstantLayerEnergy,Require constant total layer energy.
ST3359,Conditional theorem,RhoHalf,Then rho=1/2.
ST3360,Axiom,ConstantEdgeEnergy,Require constant conductance per edge.
ST3361,Conditional theorem,RhoOne,Then rho=1.
ST3362,Alternative,IncreasingConductance,Fine-scale stiffening rho>1.
ST3363,Conditional,ResistanceMetric,Effective resistance depends rho.
ST3364,Boundary,ResistanceCompletion,Finite/infinite resistance requires separate criterion.
ST3365,Proven,AxiomConflict,Natural energy normalizations select incompatible rho.
ST3366,Proven,RemovalAudit,Removing chosen normalization restores rho continuum.
ST3367,No-go,MetricRIndependence,Neither condition selects ultrametric r.
ST3368,No-go,TimeScale,Global multiplier of energy remains clock.
ST3369,Boundary,PhysicalBoundary,No joules/seconds.
ST3370,Round verdict,RoundTwoVerdict,Energy compatibility requires a declared normalization axiom.
ST3371,Recommendation,RoundTwoRecommendation,Exponent relation.
