program,status,object,boundary
ST432,proven_no_support_le_2_syzygy_full_basis_blocked,Degree8_Sparse_MultiPrime_Syzygy_Audit,"Finite-field nonproportionality is exact, but it neither constructs the 136 required relations nor proves a characteristic-zero basis."
ST433,proven_two_sector_exclusion_global_transition_still_open,Global_Gain_Sector_Exclusion,The intermediate simplex band is not covered; the local crossing is not promoted to the global transition.
ST434,proven_branch_local_transversality_global_exclusion_open,Branch_Transition_Transversality,"This is a theorem for the certified reflection-even branch, not a uniqueness theorem over the full simplex."
ST435,proven_stabilizers_and_85_distinct_stationary_points_nonexhaustive,Certified_Stationary_Orbit_Census,"The 85 points are certified, but a complete interval cover of the remaining simplex is absent."
ST436,proven_partial_Morse_census_Euler_balanced_connections_open,Partial_Morse_Polynomial_and_Barriers,Euler balance is not a completeness proof and numerical descending trajectories are not promoted to heteroclinic theorems.
ST437,proven_unique_singular_attachment_through_b_0_017,Enlarged_Singular_IR_Attachment,Failure of the chosen box at 0.018 is not a fold or a no-go; adaptive continuation may extend farther.
ST438,proven_local_IR_component_degree_minus_one_full_topology_open,Local_IR_Degree_Certificate,A local degree does not exclude additional root components outside the certified box.
ST439,proven_characteristic_zero_degree5_quotient_degree6_interval,Characteristic_Zero_Invariant_Presentation_Audit,"Agreement of two primes is evidence, not an upper-rank proof; characteristic-zero degree six/eight relations remain open."
ST440,strong_numerical_one_exchange_improves_E_and_A_design,One_Exchange_E_A_Design_Improvement,"The observation pool, coefficient scaling, and noise model are synthetic; this is not apparatus calibration."
ST441,certified_cone_upper_bound_numerical_gap_sequence_no_bracket,Transfer_Gap_Convergence_Audit,Finite Ulam eigenvalues are numerical evidence only; the synthetic transfer fixture is not a FIN detector.
ST442,proven_optimized_conservative_local_ISS_ball,Optimized_Local_ISS_Ball,The forcing and time are supplied dimensionless inputs; no global basin or physical environment is derived.
ST443,blocked_rank7_global_certificate_mixed_sign_and_no_SDP_closure,Rank7_Sign_Aware_Global_Stop,Shared eigenvalues do not imply a shared global variational theorem.
ST444,blocked_no_new_strict_gain_source,Gain_Source_Admission_Gate,"No physical, selector, unit, bridge-role-transfer, or ToE closure is exported."
ST445,blocked_no_new_selector_provider,Selector_Source_Admission_Gate,"No physical, selector, unit, bridge-role-transfer, or ToE closure is exported."
ST446,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,"No physical, selector, unit, bridge-role-transfer, or ToE closure is exported."
