program,status,object,boundary
ST4062,Proven,QuadraticPenalty,
ST4063,Proven,PositiveWeights,
ST4064,Proven,StrictConvexity,
ST4065,Proven,UniqueZeroMinimizer,
ST4066,Proven,WeightedL2,
ST4067,Proven,SobolevTailNorm,
ST4068,Proven,AllSelectTruncation,
ST4069,Proven,PenaltyScaleIrrelevance,
ST4070,Missing,PhysicalJustification,
ST4071,Proven,NoSourceTerm,
ST4072,Proven,AddSourceChangesTail,
ST4073,Proven,AxiomRemoval,
ST4074,Conditional,MinimumNormConditional,
ST4075,Round verdict,RoundVerdict,
ST4076,Recommendation,Next,
