program,status,object,boundary
ST552,floating_stage1_QR_rank1288,Stage1_QR_Conditioned_Pivot_Design,The order is a design input until exact fields admit its first 1288 columns.
ST553,proven_stage1_conditioned_five_prime_nullspaces,Stage1_FivePrime_Modular_Nullspaces,The 38-dimensional modular kernel still requires rational reconstruction and exact identities.
ST554,stage1_rational_reconstruction_completed,Stage1_Rational_Reconstruction,Reconstructed vectors become Q relations only after exact polynomial divisibility checks.
ST555,stage1_exact_verification_not_closed,Stage1_Exact_Polynomial_Verification,No characteristic-zero rank equality is promoted unless all 38 identities pass.
ST556,stage1_characteristic_zero_rank_open,Stage1_CharacteristicZero_Rank_Status,Even stage-one closure leaves the 199 relations introduced by q*p6 and full rank_Q unresolved.
ST557,strong_two_level_family_exclusion_margin,TwoLevel_Transition_Margin_Audit,The family is exhaustive in subset patterns but scalar minimization is not interval certified and general states are multilevel.
ST558,strong_reflection_orbit_candidate_consolidation,ReflectionOrbit_Transition_Consolidation,Local curvature and starts do not prove globality even inside the reflection-fixed quotient.
ST559,first_transition_obligation_reduced_to_interior_multilevel_orbits,FirstTransition_Global_Obligation,The reduced obligation is sharp but remains open.
ST560,proven_equivariant_Markov_uniform_selector_theorem,Equivariant_Markov_Selector_Theorem,A laboratory may break covariance; that apparatus frame is then the selector resource.
ST561,strong_synthetic_finite_shot_three_channel_replay,FiniteShot_ThreeChannel_MonteCarlo_Replay,Gaussian response samples are synthetic and not event-level detector data.
ST562,proven_CPTP_operational_conjugacy_fixture,CPTP_Operational_Conjugacy,"This validates the mathematical transport rule, not a physical process implementation."
ST563,proven_finite_speed_proxies_and_causal_cone_obstruction,Layer_Covariant_Effective_Speed_and_Causal_Cone_Audit,"Neither the formal slope nor the SI value of c is derived. Finite-range, long-range, signed oscillatory, and Schur refinements are different models and must be compared separately."
ST564,proven_ultrafine_IR_extension,UltraFine_IR_Continuation_Attempt,Repeated radius refinement is now repetition-gated after this stop; a new analytic chart is required.
ST565,round1_admission_gate_evaluated,Round1_Strict_Admission_Gate,"No bridge/role transfer, physical c, SM/GR, L_total, laboratory, or ToE closure follows."
ST566,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,Round one is local analytic/computational work.
