program,status,object,boundary
ST4092,Proven,FirstDifferencePenalty,
ST4093,Proven,BoundaryJump,
ST4094,Proven,ZeroTailCost,
ST4095,Proven,SmoothTailCompetitor,
ST4096,Proven,LambdaTradeoff,
ST4097,Proven,SecondDifferencePenalty,
ST4098,Proven,SplineLikeTail,
ST4099,Proven,NonnegativeConstraint,
ST4100,Proven,InfiniteSupportPossible,
ST4101,Proven,PenaltyOrderFreedom,
ST4102,Proven,BoundaryConditionFreedom,
ST4103,Proven,DifferentMinimizers,
ST4104,No-go,SmoothnessNoUniqueness,
ST4105,Round verdict,RoundVerdict,
ST4106,Recommendation,Next,
