program,status,object,boundary
ST2172,Proven,StrictD12SymmetryAudit,Numerical replay of the frozen strict matrix.
ST2173,Proven,OddScalarFixedPointNoGo,Applies to a global reflection-odd scalar derived equivariantly from D12-fixed input.
ST2174,Constructed,QuadraticGaussianCore,Dimensionless centered Gaussian state with covariance (A+I)^-1.
ST2175,Proven,GaussianThirdCumulantZero,Wick theorem for the quadratic/zero-mean Gaussian core.
ST2176,Proven,LinearSemigroupGaussianClosure,"Linear unitary, wave, or heat evolution of Gaussian data remains Gaussian."
ST2177,Proven,FunctionalCalculusCommutativity,Audited powers 0 through 5; theorem holds for all Borel functions of one A.
ST2178,Proven,FunctionalAssociatorZero,Ordinary matrix multiplication is associative; C*(A) cannot source a nonzero associator.
ST2179,Refuted,SingleGeneratorCurvatureNoGo,Only the single-generator functional-calculus proposal is refuted.
ST2180,Proven,StrictTriangleCycleField,"A reducible graph 3-cycle statistic, not a probabilistic connected cumulant."
ST2181,Proven,TriangleOrbitCensus,Exact finite D12 orbit census on 220 unoriented triangle supports.
ST2182,Proven,CycleFieldCovariance,The field is D12-natural and reflection-even as a support weight.
ST2183,Proven,ReducibleVersusConnectedThirdOrder,"Corrects the overly coarse earlier gate: a cycle observable exists, but no independent third cumulant follows."
ST2184,Refuted,CompetingNaturalCycleFunctions,Two target-free D12-natural positive rules already disagree.
ST2185,Round verdict,RoundOneVerdict,"Strict pair data produce a positive even 3-cycle field, but not chirality, an associator, or a connected third cumulant."
ST2186,Recommendation,RoundOneRecommendation,Test state-dependent signed candidates and whether degeneracy can be broken without imported preparation.
