program,status,object,boundary
ST3222,Reviewed,DyadicRecurrenceReview,q_n=K(2^n).
ST3223,Positive,NaturalRatio,Binary fibers motivate ratio2.
ST3224,No-go,MissingDistanceLaw,They do not map fiber level to base distance.
ST3225,Proven,ProductQRole,q is vertical relative-fiber rate.
ST3226,Proven,KernelWeightRole,K(d) is horizontal/base conductance.
ST3227,No-go,SemanticMismatch,Equating q_n and K(distance) crosses typed roles.
ST3228,Conditional,ConditionalModel,May be adopted as new layer-distance axiom.
ST3229,Proven,FinitePrefix,"d=1,2,4 are strict values."
ST3230,Proven,ConvergenceSurvives,Mathematical summability unchanged.
ST3231,Fail,ProvenanceFails,Strict recurrence source not upgraded.
ST3232,Axiom,PossibleNewAxiom,Declare layer n corresponds to physical/base distance a2^n.
ST3233,Conditional,AxiomConsequence,Then prior dyadic theorem applies.
ST3234,Fail strict,RecurrenceGate,Axiom not current export.
ST3235,Round verdict,RoundFiveVerdict,"Dyadic recurrence remains useful conditional model, not recovered strict theorem."
ST3236,Recommendation,RoundFiveRecommendation,Synthesize.
