program,status,object,boundary
ST2232,Proven,StrictSupportGraph,Support means nonzero off-diagonal strict conductance.
ST2233,Constructed canonically,FlagComplex,"The support-clique functor is canonical, but its use as physical gauge cells is an interpretation."
ST2234,Proven,PositiveLoopProduct,Every strict support edge is positive in the audited W.
ST2235,Constructed,TauHodgeConstruction,Target-free dimensionless candidate; average-one normalization fixes only a convention.
ST2236,Computed,TauHodgeSpectrum,"A strict-derived base-level candidate spectrum, not observed gauge physics."
ST2237,Proven counterfamily,PositivePowerFamily,"Every p>0 is positive, target-free, D12-natural, and has mean one."
ST2238,Proven,PowerFamilyNaturality,"Permutation covariance, positivity, support locality and target independence hold for the whole family."
ST2239,Refuted uniqueness,SpectralCounterfamily,p=1 and p=2 satisfy the same audited naturality premises but disagree spectrally.
ST2240,Proven,CohomologyInvariance,Positive row weights do not change d1's kernel; the full simplex is contractible.
ST2241,Proven no-go,ExponentSelectionNoGo,Current strict data contain no premise distinguishing p=1 from p=2 or the continuum p>0.
ST2242,Proven classification,MultiplicativeRefinementClassification,A continuous positive multiplicative valuation g(xy)=g(x)g(y) has g(x)=x^p; monotonicity gives p>=0.
ST2243,Guardrail,StrictEtaTransferBoundary,Choosing p=eta=1.8 would silently transfer a damping exponent into a face measure without a theorem.
ST2244,Refuted as continuum physics,DenseContinuumBoundary,Complete support has graph diameter one and no local wavevector/lattice scale.
ST2245,Round verdict,RoundFiveVerdict,"Strict W yields an executable positive weighted flag-Hodge family, but not an unavoidable member or physical gauge theory."
ST2246,Recommendation,RoundFiveRecommendation,Synthesize the corrected gate: separate reducible cycle success from irreducible/provenance/refinement/physics failures.
