program,status,object,boundary
ST1152,proven_classical_single_use_capacity_bound,ClassicalSingleUse_RecordCapacity,For one perfectly distinguishable 12-state carrier.
ST1153,proven_quantum_single_use_Holevo_bound,QuantumSingleUse_HolevoCapacity,No entanglement-assisted or repeated-use claim.
ST1154,proven_extensive_records_require_composition_or_unbounded_refinement,ExtensiveRecord_RequiresComposition,"Capacity statement, not a claim about physical universe size."
ST1155,constructed_vertex_POVM,VertexPOVM_Candidate,Uses the declared vertex basis.
ST1156,constructed_spectral_PVM,SpectralPVM_Candidate,Degenerate eigenspaces remain unresolved.
ST1157,proven_same_POVM_admits_inequivalent_instruments,POVM_DoesNotFixInstrument,General measurement theorem.
ST1158,proven_A_does_not_select_postmeasurement_state_family,InstrumentFamily_Nonuniqueness,Neither vertex nor spectral effects determine apparatus dynamics.
ST1159,constructed_dimensionless_unitary_mode_clock,UnitaryRelationalModeClock,Uses zero and first nonzero modes; dimensional calibration absent.
ST1160,constructed_dimensionless_heat_monotone_clock,HeatMonotoneClock,Valid only before saturation and after choosing a nonzero eigenmode.
ST1161,proven_unitary_phase_clock_and_heat_decay_clock_are_not_operationally_equivalent,ClockChannels_NotEquivalent,"Same eigenvalue scale, different observables and reversibility."
ST1162,proven_internal_observer_requires_subalgebra_or_factorization_input,ObserverInclusion_RequiresFactorization,A12 alone has no canonical system/observer/apparatus tensor split.
ST1163,proven_literal_single_12_level_total_model_cannot_store_unbounded_independent_records,Finite12_TotalLiteralCapacityBoundary,Does not exclude a fractal/tensor/infinite completion of FIN.
ST1164,proven_refinement_increases_capacity_but_does_not_select_depth,RefinementCapacityGrowth,Classical or quantum single-use bound.
ST1165,proven_total_annihilation_still_has_no_internal_postevent_record,PostAnnihilation_RecordNoGo_Reconfirmed,No chosen state category removes the logical obstruction.
ST1166,recommended_ST1167_ST1181,RoundFive_Recommendation,Final round will state and falsify the A-only state-selection theorem.
