program,status,object,boundary
ST7827,Declared,fin_application_theta_affinity_Objective,Hundred-round FDT audit.
ST7828,Audited,fin_application_theta_affinity_PriorEvidence,Hundred-round FDT audit.
ST7829,Constructed,fin_application_theta_affinity_TypedObject,Hundred-round FDT audit.
ST7830,Proven or scoped,fin_application_theta_affinity_Theorem,Hundred-round FDT audit.
ST7831,Recorded,fin_application_theta_affinity_Derivation,Hundred-round FDT audit.
ST7832,Retained,fin_application_theta_affinity_PositiveContent,Hundred-round FDT audit.
ST7833,Identified,fin_application_theta_affinity_FreeParameter,Hundred-round FDT audit.
ST7834,Constructed,fin_application_theta_affinity_Counterexample,Hundred-round FDT audit.
ST7835,Completed,fin_application_theta_affinity_SymmetryAudit,Hundred-round FDT audit.
ST7836,Completed,fin_application_theta_affinity_FDTTest,Hundred-round FDT audit.
ST7837,Classified,fin_application_theta_affinity_StrictStatus,Hundred-round FDT audit.
ST7838,Not established,fin_application_theta_affinity_PhysicalStatus,Hundred-round FDT audit.
ST7839,Installed,fin_application_theta_affinity_FalsificationRule,Hundred-round FDT audit.
ST7840,Round verdict,fin_application_theta_affinity_RoundVerdict,Hundred-round FDT audit.
ST7841,Recommendation,fin_application_theta_affinity_NextDependency,Hundred-round FDT audit.
