program,status,object,boundary
ST2502,Boundary,UnitaryChannel,"U_t acts on complex amplitudes, not this classical Gibbs law."
ST2503,Boundary,HeatChannel,"P_t is vertex diffusion, not 12-bit configuration dynamics."
ST2504,No-go,GibbsStationarity,p_theta is not automatically stationary for either channel.
ST2505,Conditional construction,GlauberRealization,Single-bit-flip Glauber dynamics can realize p_theta.
ST2506,Conditional,DetailedBalanceRates,Rates require theta and clock normalization.
ST2507,Boundary,BathRequirement,Thermodynamic Gibbs interpretation needs bath/temperature.
ST2508,Proven,ParityInstrument,Joint triangle parity sees theta.
ST2509,Proven,PairInstrumentNoGo,Pair-only records lose irreducible information.
ST2510,Conditional,FiniteSampleSpec,Shot bound depends on effect size and confidence.
ST2511,Executable spec,RawRecord,"Keep run, three bits, face, layer, time, config."
ST2512,Proven,DualDynamicsBoundary,Shared A does not make U/P/Glauber identical.
ST2513,No-go,TimeScale,Dimensionless rate does not supply seconds.
ST2514,No-go,PhysicalEnergy,theta dimensionless does not supply joules.
ST2515,Round verdict,RoundFiveVerdict,An operational mathematical model exists only after a new configuration-space dynamics and apparatus.
ST2516,Recommendation,RoundFiveRecommendation,Synthesize gate.
