program,status,object,boundary
ST8457,Defined,GeneralEntropy,F_phi=sum phi(p_i).
ST8458,Proven,GeneralGradient,grad=phi prime(p).
ST8459,Defined,GeneralMean,"M_phi(a,b)=(a-b)/(phi prime(a)-phi prime(b))."
ST8460,Proven,HeatIdentity,K_phi gradF=A p.
ST8461,Required,Convexity,Strict convex phi gives positive mean.
ST8462,Proven,Family,Every convex entropy gives its own metric.
ST8463,Proven,ShannonSpecialization,phi=xlogx yields log mean.
ST8464,Example,QuadraticEntropy,phi=x2/2 gives M=1.
ST8465,Example,PowerEntropy,Power entropies give power means.
ST8466,No-go,MetricDependence,Heat flow alone does not select entropy-metric pair.
ST8467,Boundary,EntropyChoice,Shannon must be independently privileged.
ST8468,Positive,InformationAxiom,FIN informational ontology motivates but does not mathematically force phi.
ST8469,Classified,UniquenessConditional,Unique after Shannon is fixed.
ST8470,Round verdict,RoundFiveVerdict,Cross-fibre theorem closes mobility only conditional on entropy choice.
ST8471,Recommendation,RoundFiveRecommendation,Dual dynamics.
