program,status,object,boundary
ST5052,Classified,homogeneous_relation_Objective,Declared scope.
ST5053,Audited,homogeneous_relation_Input,Prior strict/legacy packets.
ST5054,Constructed,homogeneous_relation,Mathematical type separated.
ST5055,Proven or inherited,homogeneous_relation_CoreStatement,Within declared class.
ST5056,Recorded,homogeneous_relation_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5057,Retained,homogeneous_relation_PositiveContent,No overpromotion.
ST5058,Retained,homogeneous_relation_Counterexample,Alternative representative or symmetry orbit.
ST5059,Passed boundary,homogeneous_relation_SymmetryTest,Invariant data do not select free orbit member.
ST5060,Proven boundary,homogeneous_relation_RemovalTest,Removing extra structure restores ambiguity.
ST5061,Classified,homogeneous_relation_StrictStatus,Only fiber-invariant content is strict.
ST5062,Not established,homogeneous_relation_PhysicalStatus,Units/OA/evidence checked separately.
ST5063,Separated,homogeneous_relation_LegacyStatus,No silent role transfer.
ST5064,Installed,homogeneous_relation_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5065,Round verdict,homogeneous_relation_RoundVerdict,Adaptive output.
ST5066,Recommendation,homogeneous_relation_NextDependency,Next theme follows from this boundary.
