program,status,object,boundary
ST5007,Classified,product_torsor_Objective,Declared scope.
ST5008,Audited,product_torsor_Input,Prior strict/legacy packets.
ST5009,Constructed,product_torsor,Mathematical type separated.
ST5010,Proven or inherited,product_torsor_CoreStatement,Within declared class.
ST5011,Recorded,product_torsor_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5012,Retained,product_torsor_PositiveContent,No overpromotion.
ST5013,Retained,product_torsor_Counterexample,Alternative representative or symmetry orbit.
ST5014,Passed boundary,product_torsor_SymmetryTest,Invariant data do not select free orbit member.
ST5015,Proven boundary,product_torsor_RemovalTest,Removing extra structure restores ambiguity.
ST5016,Classified,product_torsor_StrictStatus,Only fiber-invariant content is strict.
ST5017,Not established,product_torsor_PhysicalStatus,Units/OA/evidence checked separately.
ST5018,Separated,product_torsor_LegacyStatus,No silent role transfer.
ST5019,Installed,product_torsor_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5020,Round verdict,product_torsor_RoundVerdict,Adaptive output.
ST5021,Recommendation,product_torsor_NextDependency,Next theme follows from this boundary.
