program,status,object,boundary
ST1572,constructed_uniform_continuous_prior_on_nuisance_rectangle,ContinuousPriorDefinition,"Mathematical prior, not physical distribution."
ST1573,proven_each_theta_likelihood_ratio_is_C_null_martingale,PointwiseLikelihoodMartingales,Deterministic schedule and conditionally independent events.
ST1574,proven_continuous_prior_integral_is_nonnegative_mean_one_martingale,FubiniMixtureTheorem,Tonelli/Fubini exchanges expectation and positive integral.
ST1575,proven_continuous_prior_anytime_C_rejection_bound,VilleContinuousPriorBound,Exact integral object.
ST1576,constructed_positive_7_by_9_Gauss_Legendre_nuisance_grid,PositiveQuadratureGrid,Executable approximation.
ST1577,proven_quadrature_weights_positive_and_normalized,QuadratureWeights,Floating construction.
ST1578,proven_quadrature_sum_is_itself_a_valid_finite_mixture_eprocess,QuadratureIsValidFiniteMixture,Validity does not depend on quadrature accuracy.
ST1579,quadrature_eprocess_is_not_the_exact_continuous_integral,QuadratureVsExactIntegralBoundary,Accuracy/power approximation remains numerical.
ST1580,synthetic_off_node_alternative_crosses_quadrature_mixture_boundary,OffGridSyntheticAlternative,"Power fixture, not theorem/evidence."
ST1581,synthetic_classical_fixture_does_not_cross,ClassicalSyntheticSafety,Not empirical calibration.
ST1582,continuous_prior_can_dilute_local_power_even_while_preserving_validity,PriorDilution,No uniform expected stopping theorem.
ST1583,continuous_and_quadrature_mixtures_remain_one_sided_C_rejection_tools,OneSidedDecisionBoundary,No symmetric composite acceptance.
ST1584,constructed_continuous_prior_quadrature_hash,ArtifactHash,Reproducibility.
ST1585,continuous_prior_theorem_closes_conceptual_grid_gap_executable_integral_accuracy_open,RoundThree_Verdict,Status split.
ST1586,recommended_ST1587_ST1601,RoundThree_Recommendation,Interval-certify independent preparation/detector polytopes.
