program,status,object,boundary
ST2247,Constructed,strict loop-product flag lift,"Named mathematical lift, not a physical-law claim."
ST2248,Conditional theorem,ConditionalLoopProductUniqueness,"Requires L,Z,M,U; overall scale is descriptive until physical calibration."
ST2249,Axiom necessary,LocalityRemoval,Removing locality permits multiplication by arbitrary global invariants such as Tr(W^2).
ST2250,Axiom necessary,SupportZeroRemoval,Removing support-zero permits symmetric lower-degree terms.
ST2251,Axiom necessary,SeparateLinearityRemoval,Removing separate linearity admits tau^p and general positive functions.
ST2252,Axiom necessary,UniversalityRemoval,D12 equivariance alone permits one multiplier for each of twelve triangle orbits.
ST2253,Axiom redundant,SymmetryAxiomRedundancy,The surviving monomial abc is already symmetric.
ST2254,Proven obstruction,PairSufficiencyObstruction,Identical complete pair records can have arbitrary epsilon third moment.
ST2255,Gate constructed,TernarySourceGateV2,Separates mathematical lifts from physical source claims.
ST2256,Gate result,GateScore,Three mathematical rows pass; no physical-source row passes.
ST2257,Axiom ledger,MinimalAxiomLedger,"Only L,Z,M,U give conditional loop-product uniqueness; S is redundant."
ST2258,Kernel-split boundary,LegacyStrictBoundary,"Legacy raw cycle products have both signs, so strict positivity cannot be silently transferred."
ST2259,Physics no-go,PhysicsBoundary,"No unique Hodge rule, local continuum, units, polarity, state law, apparatus, or record follows."
ST2260,Recommendation,HighestValueNextTheorem,Test whether an already strict adaptive/refinement law forces separate linearity M and universality U; otherwise classify them as minimal Sector/Hodge axioms.
ST2261,Cycle complete,FinalCycleReportTrigger,Release 11.08 report required.
