program,status,object,boundary
ST8217,Declared,operational_tests_independent_custody_Objective,Hundred-round FDT audit.
ST8218,Audited,operational_tests_independent_custody_PriorEvidence,Hundred-round FDT audit.
ST8219,Constructed,operational_tests_independent_custody_TypedObject,Hundred-round FDT audit.
ST8220,Proven or scoped,operational_tests_independent_custody_Theorem,Hundred-round FDT audit.
ST8221,Recorded,operational_tests_independent_custody_Derivation,Hundred-round FDT audit.
ST8222,Retained,operational_tests_independent_custody_PositiveContent,Hundred-round FDT audit.
ST8223,Identified,operational_tests_independent_custody_FreeParameter,Hundred-round FDT audit.
ST8224,Constructed,operational_tests_independent_custody_Counterexample,Hundred-round FDT audit.
ST8225,Completed,operational_tests_independent_custody_SymmetryAudit,Hundred-round FDT audit.
ST8226,Completed,operational_tests_independent_custody_FDTTest,Hundred-round FDT audit.
ST8227,Classified,operational_tests_independent_custody_StrictStatus,Hundred-round FDT audit.
ST8228,Not established,operational_tests_independent_custody_PhysicalStatus,Hundred-round FDT audit.
ST8229,Installed,operational_tests_independent_custody_FalsificationRule,Hundred-round FDT audit.
ST8230,Round verdict,operational_tests_independent_custody_RoundVerdict,Hundred-round FDT audit.
ST8231,Recommendation,operational_tests_independent_custody_NextDependency,Hundred-round FDT audit.
