program,status,object,boundary
ST4767,Classified,dirichlet_rho_Objective,Declared scope.
ST4768,Audited,dirichlet_rho_Input,Prior strict/legacy packets.
ST4769,Constructed,dirichlet_rho,Mathematical type separated.
ST4770,Proven or inherited,dirichlet_rho_CoreStatement,Within declared class.
ST4771,Recorded,dirichlet_rho_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4772,Retained,dirichlet_rho_PositiveContent,No overpromotion.
ST4773,Retained,dirichlet_rho_Counterexample,Alternative representative or symmetry orbit.
ST4774,Passed boundary,dirichlet_rho_SymmetryTest,Invariant data do not select free orbit member.
ST4775,Proven boundary,dirichlet_rho_RemovalTest,Removing extra structure restores ambiguity.
ST4776,Classified,dirichlet_rho_StrictStatus,Only fiber-invariant content is strict.
ST4777,Not established,dirichlet_rho_PhysicalStatus,Units/OA/evidence checked separately.
ST4778,Separated,dirichlet_rho_LegacyStatus,No silent role transfer.
ST4779,Installed,dirichlet_rho_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4780,Round verdict,dirichlet_rho_RoundVerdict,Adaptive output.
ST4781,Recommendation,dirichlet_rho_NextDependency,Next theme follows from this boundary.
