program,status,object,boundary
ST8367,Declared,master_synthesis_decisive_next_source_Objective,Hundred-round FDT audit.
ST8368,Audited,master_synthesis_decisive_next_source_PriorEvidence,Hundred-round FDT audit.
ST8369,Constructed,master_synthesis_decisive_next_source_TypedObject,Hundred-round FDT audit.
ST8370,Proven or scoped,master_synthesis_decisive_next_source_Theorem,Hundred-round FDT audit.
ST8371,Recorded,master_synthesis_decisive_next_source_Derivation,Hundred-round FDT audit.
ST8372,Retained,master_synthesis_decisive_next_source_PositiveContent,Hundred-round FDT audit.
ST8373,Identified,master_synthesis_decisive_next_source_FreeParameter,Hundred-round FDT audit.
ST8374,Constructed,master_synthesis_decisive_next_source_Counterexample,Hundred-round FDT audit.
ST8375,Completed,master_synthesis_decisive_next_source_SymmetryAudit,Hundred-round FDT audit.
ST8376,Completed,master_synthesis_decisive_next_source_FDTTest,Hundred-round FDT audit.
ST8377,Classified,master_synthesis_decisive_next_source_StrictStatus,Hundred-round FDT audit.
ST8378,Not established,master_synthesis_decisive_next_source_PhysicalStatus,Hundred-round FDT audit.
ST8379,Installed,master_synthesis_decisive_next_source_FalsificationRule,Hundred-round FDT audit.
ST8380,Round verdict,master_synthesis_decisive_next_source_RoundVerdict,Hundred-round FDT audit.
ST8381,Recommendation,master_synthesis_decisive_next_source_NextDependency,Hundred-round FDT audit.
