program,status,object,boundary
ST5307,Classified,experiment_map_Objective,Declared scope.
ST5308,Audited,experiment_map_Input,Prior strict/legacy packets.
ST5309,Constructed,experiment_map,Mathematical type separated.
ST5310,Proven or inherited,experiment_map_CoreStatement,Within declared class.
ST5311,Recorded,experiment_map_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5312,Retained,experiment_map_PositiveContent,No overpromotion.
ST5313,Retained,experiment_map_Counterexample,Alternative representative or symmetry orbit.
ST5314,Passed boundary,experiment_map_SymmetryTest,Invariant data do not select free orbit member.
ST5315,Proven boundary,experiment_map_RemovalTest,Removing extra structure restores ambiguity.
ST5316,Classified,experiment_map_StrictStatus,Only fiber-invariant content is strict.
ST5317,Not established,experiment_map_PhysicalStatus,Units/OA/evidence checked separately.
ST5318,Separated,experiment_map_LegacyStatus,No silent role transfer.
ST5319,Installed,experiment_map_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5320,Round verdict,experiment_map_RoundVerdict,Adaptive output.
ST5321,Recommendation,experiment_map_NextDependency,Next theme follows from this boundary.
