program,status,object,boundary
ST1602,constructed_fine_fiber_heat_and_unitary_models,FineFiberModel,Exact two-point fiber refinement.
ST1603,proven_classical_fiber_return_strictly_decreases_in_q_for_t_positive,ClassicalQMonotonicity,Global q>=0.
ST1604,proven_classical_q_has_closed_form_inverse_from_one_nontrivial_return,ClassicalQInverse,"Requires H in (1/2,1]."
ST1605,proven_quantum_single_time_q_is_aliased,QuantumQAliasing,Period/reflection symmetry.
ST1606,proven_quantum_q_is_injective_on_first_monotone_branch,QuantumRestrictedInjectivity,Single time with prior range.
ST1607,proven_fine_return_derivatives,ReturnDerivatives,Reference point.
ST1608,proven_Bernoulli_Fisher_information_values_away_from_endpoints,BernoulliFisherInformation,Ideal fine measurement.
ST1609,constructed_reference_q_fine_discriminator,ReferenceQValues,"q=0.37,t=0.6."
ST1610,strong_numerical_single_time_channel_crossing_inventory_on_0_10,SingleTimeChannelCrossings,Besides q=0.
ST1611,proven_q_zero_makes_fine_heat_and_unitary_returns_identical_for_all_times,QZeroObstruction,No fiber coupling.
ST1612,constructed_two_time_fine_channel_design,TwoTimeFineDesign,q prior interval required.
ST1613,constructed_complete_1900_box_interval_cover_of_q_range,TwoTimeIntervalCover,Frozen analytic fiber formulas.
ST1614,proven_two_time_fine_heat_and_unitary_models_are_separated_on_q_0_1_to_2,TwoTimeResidualBound,Interval RSS certificate.
ST1615,q_identifiability_is_conditional_on_channel_range_clock_and_fiber_instrument,PhysicalQBoundary,No strict physical q.
ST1616,recommended_ST1617_ST1631,RoundFive_Recommendation,"Synthesize noncirculant, continuum, calibration and q results."
