program,status,object,boundary
ST5682,Declared,variational_selection_variational_verdict_Objective,Fifty-round master audit.
ST5683,Audited,variational_selection_variational_verdict_EvidenceIntake,Fifty-round master audit.
ST5684,Constructed,variational_selection_variational_verdict_TypedCandidate,Fifty-round master audit.
ST5685,Proven or scoped,variational_selection_variational_verdict_Theorem,Fifty-round master audit.
ST5686,Recorded,variational_selection_variational_verdict_ProofIdea,Fifty-round master audit.
ST5687,Retained,variational_selection_variational_verdict_PositiveResult,Fifty-round master audit.
ST5688,Constructed,variational_selection_variational_verdict_Counterexample,Fifty-round master audit.
ST5689,Completed,variational_selection_variational_verdict_SymmetryAudit,Fifty-round master audit.
ST5690,Completed,variational_selection_variational_verdict_VariationalAudit,Fifty-round master audit.
ST5691,Completed,variational_selection_variational_verdict_ProbabilityAudit,Fifty-round master audit.
ST5692,Completed,variational_selection_variational_verdict_DynamicAudit,Fifty-round master audit.
ST5693,Classified,variational_selection_variational_verdict_StrictBoundary,Fifty-round master audit.
ST5694,Not established,variational_selection_variational_verdict_PhysicalBoundary,Fifty-round master audit.
ST5695,Round verdict,variational_selection_variational_verdict_RoundVerdict,Fifty-round master audit.
ST5696,Recommendation,variational_selection_variational_verdict_NextDependency,Fifty-round master audit.
