program,status,object,boundary
ST1527,constructed_four_level_certificate_robustness_ladder,RobustnessLadder,Every level declares extra premises.
ST1528,proven_key_certificates_survive_structured_entry_radius_5e_minus15,StructuredUncertaintyVerdict,Not arbitrary matrices.
ST1529,allocation_candidate_improves_grid_metric_but_does_not_replace_certified_four_time_default,AllocationVerdict,Numerical/interval split.
ST1530,finite_mixture_eprocess_provides_valid_anytime_C_rejection_only,MixtureEProcessVerdict,Grid-alternative scope.
ST1531,common_calibration_polytope_preserves_certified_separation,CalibrationVerdict,Independent maps need tighter bounds.
ST1532,coarse_protocol_transports_exactly_through_two_fiber_refinement,RefinementVerdict,Fine test optional.
ST1533,constructed_protocol_11_00_hash_freeze,Protocol1100Freeze,Composes parent artifacts without altering their claims.
ST1534,blocked_no_symbolic_kernel_box_platform_calibration_or_nature_events,EvidenceBoundary,Transfer boundary.
ST1535,protocol_still_tests_internal_channel_models_not_literal_total_annihilation,AnnihilationScope,Ontology guardrail.
ST1536,strict_FIN_physics_status_unchanged,StrictCoreStatus,Conditional OA mathematics strengthened only.
ST1537,listed_remaining_mathematical_blockers,RemainingBlockers,Next proof frontier.
ST1538,recommended_next_programmes,RecommendedNextProgrammes,Nonreplay continuation.
ST1539,installed_release1100_stop_rules,StopRules,No silent scope extension.
ST1540,final_verdict_conditional_OA_discriminator_is_now_robust_across_four_explicit_layers,FinalScientificVerdict,Physical realization remains missing.
ST1541,six_round_cycle_complete_report_required,CycleSix_ReportTrigger,Release 11.00.
