program,status,object,boundary
ST1617,constructed_extended_six_layer_robustness_hierarchy,RobustnessHierarchy,From point model toward operations.
ST1618,proven_noncirculant_graph_perturbations_preserve_global_maximum_location_below_norm_threshold,NoncirculantVerdict,Uniqueness not preserved.
ST1619,proven_continuous_minimax_value_narrow_bracket_exact_weights_open,ContinuousMinimaxVerdict,Frozen metric/model.
ST1620,continuous_prior_eprocess_theorem_exact_positive_quadrature_executable,ContinuousPriorVerdict,Both one-sided.
ST1621,proven_independent_5pct_2pct_affine_calibration_composite_separation,IndependentCalibrationVerdict,Sharper than triangle bound.
ST1622,proven_fine_q_identifiability_split_by_channel_and_range,FiberQVerdict,Conditional result.
ST1623,constructed_protocol_11_01_hash_freeze,Protocol1101Freeze,Composes new artifacts.
ST1624,constructed_proven_strong_numerical_conditional_blocked_claim_lattice,ClaimLattice,Status discipline.
ST1625,blocked_no_platform_calibration_raw_events_or_independent_custody,EvidenceBoundary,Physical boundary.
ST1626,protocol_remains_internal_channel_and_fiber_test_not_total_annihilation_test,AnnihilationScope,Ontology guardrail.
ST1627,listed_remaining_frontier_after_continuum_upgrades,RemainingBlockers,No replay.
ST1628,recommended_next_programmes,RecommendedNextProgrammes,Next nonreplay batch.
ST1629,installed_release1101_stop_rules,StopRules,Prevent overpromotion.
ST1630,final_verdict_conditional_OA_now_has_noncirculant_location_continuum_value_and_independent_calibration_certificates,FinalScientificVerdict,Strict physics unchanged.
ST1631,six_round_cycle_complete_report_required,CycleSix_ReportTrigger,Release 11.01.
