program,status,object,boundary
ST3732,Classified,Desiderata,"Exact match, positivity, literal formula, locality, smoothness."
ST3733,Passed by signed,LiteralAnalyticity,Literal analyticity holds but positivity fails.
ST3734,Passed by positive classes,ConductancePositivity,"Absolute, truncated and other positive tails."
ST3735,Passed,ExactFiniteMatch,All patched constructions match d<=6.
ST3736,Passed by several,InfiniteSupport,"Signed, absolute and exponential tails have infinite support."
ST3737,Passed by local classes,LocalQuadratic,Truncated/exponential and signed formally have quadratic order.
ST3738,Passed by nonlocal classes,FractionalTail,Absolute/positive periodic tails have fractional order.
ST3739,Proven,SignedFailure,Literal formula and conductance positivity are incompatible after d=7.
ST3740,Boundary,AbsoluteTradeoff,Absolute value keeps magnitude but loses analytic sign.
ST3741,Boundary,TruncationTradeoff,Truncation imports a cutoff.
ST3742,No-go,NoAllUnique,Current premises do not choose a unique maximal set.
ST3743,Proven,PositiveClassSplit,At least local and fractional positive subclasses survive.
ST3744,Missing,SelectionAxiom,Need a continuum-selection principle.
ST3745,Round verdict,RoundFiveVerdict,Positivity narrows but does not close the continuation.
ST3746,Recommendation,RoundFiveRecommendation,Causality/dual dynamics.
