program,status,object,boundary
ST1797,constructed_repository_wide_proven_refuted_conditional_ledger,ProofLedger,Six-round synthesis.
ST1798,proven_APD_cannot_supply_nontrivial_global_positive_completion,APDObstruction,Local finite germ bookkeeping survives.
ST1799,proven_current_displayed_Ltotal_and_covariant_EOM_rows_do_not_form_one_gauge_invariant_variational_system,SingleActionObstruction,Multiple independent defects.
ST1800,proven_three_moment_effective_coupling_bridge_is_reference_dependent_rank_deficient_and_nonpredictive_with_free_bases,MomentBridgeObstruction,Feature map only.
ST1801,proven_W_is_not_same_A_resolvent_and_is_indefinite,PropagatorObstruction,Current finite model.
ST1802,identified_deepest_surviving_unavoidable_structure_as_finite_Dirichlet_Markov_spectral_geometry,DeepestSurvivingStructure,Not physical field theory.
ST1803,constructed_decisive_strict_source_action_gate,DecisiveSourceActionGate,A future bridge must pass all rows jointly.
ST1804,proven_each_gate_class_is_necessary_by_countermodel_or_current_ambiguity,GateNecessityAudit,Removal audit.
ST1805,proven_current_repository_passes_zero_of_seven_decisive_joint_rows_in_strict_scope,CurrentFINGateScore,Subcomponents exist but no complete row.
ST1806,constructed_quantitative_research_route_ranking,ResearchRouteRanking,"Subjective strategic probabilities, not theorem."
ST1807,selected_highest_value_next_theorem_as_refinement_compatible_gauge_covariant_source_action_or_no_go,HighestValueNextTheorem,"Must start from strict algebra/Dirichlet/refinement data, not moment fitting."
ST1808,constructed_immediate_falsification_protocol_for_next_action,FalsificationProtocol,Stop on first failed row.
ST1809,proven_no_new_physics_by_assumption_requires_freezing_current_SM_GR_Ltotal_promotion,NoNewPhysicsBoundary,Conditional scaffolds may remain labelled.
ST1810,final_interpretation_FIN_is_currently_finite_Dirichlet_spectral_information_geometry_with_conditional_operational_models_not_fundamental_physics,FinalInterpretation,Survives falsification.
ST1811,six_round_cycle_complete_report_required,CycleSix_ReportTrigger,Release 11.03.
