program,status,object,boundary
ST7602,Declared,fluctuation_dissipation_green_kubo_Objective,Hundred-round FDT audit.
ST7603,Audited,fluctuation_dissipation_green_kubo_PriorEvidence,Hundred-round FDT audit.
ST7604,Constructed,fluctuation_dissipation_green_kubo_TypedObject,Hundred-round FDT audit.
ST7605,Proven or scoped,fluctuation_dissipation_green_kubo_Theorem,Hundred-round FDT audit.
ST7606,Recorded,fluctuation_dissipation_green_kubo_Derivation,Hundred-round FDT audit.
ST7607,Retained,fluctuation_dissipation_green_kubo_PositiveContent,Hundred-round FDT audit.
ST7608,Identified,fluctuation_dissipation_green_kubo_FreeParameter,Hundred-round FDT audit.
ST7609,Constructed,fluctuation_dissipation_green_kubo_Counterexample,Hundred-round FDT audit.
ST7610,Completed,fluctuation_dissipation_green_kubo_SymmetryAudit,Hundred-round FDT audit.
ST7611,Completed,fluctuation_dissipation_green_kubo_FDTTest,Hundred-round FDT audit.
ST7612,Classified,fluctuation_dissipation_green_kubo_StrictStatus,Hundred-round FDT audit.
ST7613,Not established,fluctuation_dissipation_green_kubo_PhysicalStatus,Hundred-round FDT audit.
ST7614,Installed,fluctuation_dissipation_green_kubo_FalsificationRule,Hundred-round FDT audit.
ST7615,Round verdict,fluctuation_dissipation_green_kubo_RoundVerdict,Hundred-round FDT audit.
ST7616,Recommendation,fluctuation_dissipation_green_kubo_NextDependency,Hundred-round FDT audit.
