program,status,object,boundary
ST1677,constructed_Q_mixture_C_all_grid_continue_decision_rule,ThreeDecisionRule,Finite grid and deterministic schedule.
ST1678,proven_mixture_boundary_is_anytime_valid_under_C,MixtureQBoundary,Prior-weighted LR e-process.
ST1679,constructed_uniform_C_boundary_as_all_component_LRs_below_alpha,AllGridCBoundary,Equivalent max_j LR_j<=alpha.
ST1680,proven_classical_wrong_Q_boundary_probability_at_most_one_percent,ClassicalWrongQBound,Ville.
ST1681,proven_each_true_grid_Q_component_has_wrong_C_boundary_probability_at_most_one_percent,GridQWrongCBound,Event all LR<=alpha implies true component inverse LR>=1/alpha.
ST1682,proven_Q_and_C_boundaries_are_mutually_exclusive,MutualExclusivity,"If all component LR<=.01 then mixture LR<=.01, not >=100."
ST1683,proven_abstention_is_required_for_finite_time_symmetric_error_control,AbstentionNecessity,Neither boundary need be reached.
ST1684,synthetic_classical_fixture_reaches_C_all_grid_boundary,SyntheticClassicalDecision,Code fixture.
ST1685,synthetic_grid_Q_fixture_reaches_Q_mixture_boundary,SyntheticGridQDecision,Code fixture.
ST1686,proven_invalid_event_fails_closed,InvalidEvent,Validator.
ST1687,finite_grid_C_decision_has_no_uniform_off_grid_Q_error_bound,OffGridBoundary,Model library boundary.
ST1688,constructed_continuous_symmetric_schema,ContinuousAllQTheoremSchema,Not executable/certified.
ST1689,constructed_symmetric_fixture_hash,ArtifactHash,Reproducibility.
ST1690,symmetric_finite_grid_decision_closed_with_abstention_continuous_implementation_open,RoundFour_Verdict,Status.
ST1691,recommended_ST1692_ST1706,RoundFour_Recommendation,Add arbitrary vertex misclassification bounds and joint q-clock no-go.
