program,status,object,boundary
ST4167,Proven,AnalyticInterpolation,
ST4168,Proven,VanishingFactor,
ST4169,Proven,PerturbationFamily,
ST4170,Proven,ExactSixMatch,
ST4171,Proven,EntirePerturbations,
ST4172,Proven,TailControlFunctions,
ST4173,Proven,PositiveSmallPerturbations,
ST4174,Proven,DifferentSecondMoments,
ST4175,No-go,AnalyticityNoUniqueness,
ST4176,Proven,GrowthTypeConstraint,
ST4177,Proven,CarlsonBoundary,
ST4178,Proven,SixPointsInsufficient,
ST4179,Proven,AnalyticSelectorMissing,
ST4180,Round verdict,RoundVerdict,
ST4181,Recommendation,Next,
