program,status,object,boundary
ST3372,Defined,MetricScale,delta_l=r^-l.
ST3373,Proven,MeasureScale,mu_l=2^-l=delta_l^D.
ST3374,Defined,EnergyScale,c_l=rho^l=delta_l^-sigma.
ST3375,Proven,DimensionD,D=log2/logr.
ST3376,Proven,EnergyExponent,sigma=logrho/logr.
ST3377,Proven,RhoRelation,rho=r^sigma.
ST3378,Proven,ParameterCount,"Metric-energy family has r,sigma plus overall scale."
ST3379,No-go,OneConstraint,One scaling relation cannot select both.
ST3380,Proven,ResidualModulus,At least one dimensionless modulus remains.
ST3381,Conditional,WalkDimension,Needs definition of diffusion time scaling.
ST3382,Conditional,SpectralDimension,d_s=2D/d_w after extra heat-kernel hypotheses.
ST3383,Boundary,EinsteinRelation,Relation adds rather than derives d_w.
ST3384,Fail,CompatibilityGate,Metric+measure+energy scaling not unique.
ST3385,Round verdict,RoundThreeVerdict,Compatibility reduces coordinates but not theory dimension.
ST3386,Recommendation,RoundThreeRecommendation,Test eta assignments.
