program,status,object,boundary
ST5112,Classified,spontaneous_breaking_Objective,Declared scope.
ST5113,Audited,spontaneous_breaking_Input,Prior strict/legacy packets.
ST5114,Constructed,spontaneous_breaking,Mathematical type separated.
ST5115,Proven or inherited,spontaneous_breaking_CoreStatement,Within declared class.
ST5116,Recorded,spontaneous_breaking_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5117,Retained,spontaneous_breaking_PositiveContent,No overpromotion.
ST5118,Retained,spontaneous_breaking_Counterexample,Alternative representative or symmetry orbit.
ST5119,Passed boundary,spontaneous_breaking_SymmetryTest,Invariant data do not select free orbit member.
ST5120,Proven boundary,spontaneous_breaking_RemovalTest,Removing extra structure restores ambiguity.
ST5121,Classified,spontaneous_breaking_StrictStatus,Only fiber-invariant content is strict.
ST5122,Not established,spontaneous_breaking_PhysicalStatus,Units/OA/evidence checked separately.
ST5123,Separated,spontaneous_breaking_LegacyStatus,No silent role transfer.
ST5124,Installed,spontaneous_breaking_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5125,Round verdict,spontaneous_breaking_RoundVerdict,Adaptive output.
ST5126,Recommendation,spontaneous_breaking_NextDependency,Next theme follows from this boundary.
