program,status,object,boundary
ST2952,Proven,InverseFormula,"r=tanh(theta prime-theta)/tanh(theta), q=atanh(cuberoot r)."
ST2953,Conditional,QIdentifiability,q identifiable from nonzero theta transition.
ST2954,Proven,ThetaZeroBlindness,At theta=0 every q gives theta prime=0.
ST2955,Computed,ObservedTransition,Declared step.
ST2956,Computed,InverseReplay,Inverse recovers q.
ST2957,Proven,TargetTrajectory,Admissible target steps define q_n when |r|<1.
ST2958,No-go,ControlFreedom,Inference/control does not source trajectory.
ST2959,Proven,FixedPointConstraint,Scale-stationary finite nonzero theta forces q=0.
ST2960,Refuted,SingleLawHypothesis,RG does not derive both theta and q from one fixed-point law.
ST2961,Conditional,ThetaQCoupling,A separate recurrence q(theta) could couple axes.
ST2962,Boundary,SourceVsInference,Measured q is not ontological provenance.
ST2963,Proven,ClockIndependence,RG relation does not fix kinetic clock c.
ST2964,Boundary,PhysicalBoundary,No units/OA.
ST2965,Round verdict,RoundFiveVerdict,Exact RG reduces algebra but not source count.
ST2966,Recommendation,RoundFiveRecommendation,Synthesize.
